1250 2.8125e+07 -33.0071
1262 2.74135e+07 -32.8322
1274 2.67126e+07 -32.6578
1286 2.60223e+07 -32.4837
1298 2.53426e+07 -32.3102
1310 2.46734e+07 -32.1372
1322 2.40147e+07 -31.9645
1334 2.33666e+07 -31.7921
1346 2.27289e+07 -31.6203
1358 2.21015e+07 -31.449
1370 2.14847e+07 -31.278
1382 2.08781e+07 -31.1074
1394 2.02819e+07 -30.9372
1406 1.96959e+07 -30.7675
1418 1.91202e+07 -30.5982
1430 1.85548e+07 -30.4293
1442 1.79994e+07 -30.2607
1454 1.74542e+07 -30.0927
1466 1.69192e+07 -29.925
1478 1.6394e+07 -29.7578
1490 1.58789e+07 -29.5907
1502 1.53737e+07 -29.4242
1514 1.48783e+07 -29.2581
1526 1.43928e+07 -29.0924
1538 1.3917e+07 -28.9271
1550 1.34509e+07 -28.7621
1562 1.29944e+07 -28.5975
1574 1.25475e+07 -28.4332
1586 1.211e+07 -28.2695
1598 1.16819e+07 -28.106
1610 1.12632e+07 -27.943
1622 1.08538e+07 -27.7802
1634 1.04536e+07 -27.618
1646 1.00625e+07 -27.4559
1658 9.68047e+06 -27.2944
1670 9.30741e+06 -27.1331
1682 8.94325e+06 -26.9722
1694 8.58791e+06 -26.8117
1706 8.24132e+06 -26.6515
1718 7.90337e+06 -26.4917
1730 7.57401e+06 -26.3323
1742 7.25315e+06 -26.1731
1754 6.94069e+06 -26.0143
1766 6.63656e+06 -25.8559
1778 6.34067e+06 -25.698
1790 6.05293e+06 -25.5402
1802 5.77325e+06 -25.3828
1814 5.50156e+06 -25.2257
1826 5.23775e+06 -25.069
1838 4.98174e+06 -24.9126
1850 4.73344e+06 -24.7566
1862 4.49276e+06 -24.6009
1874 4.2596e+06 -24.4455
1886 4.03387e+06 -24.2905
1898 3.81549e+06 -24.1357
1910 3.60436e+06 -23.9814
1922 3.40038e+06 -23.8272
1934 3.20347e+06 -23.6736
1946 3.01352e+06 -23.5201
1958 2.83043e+06 -23.367
1970 2.65414e+06 -23.2142
1982 2.48451e+06 -23.0618
1994 2.32148e+06 -22.9095
2006 2.16493e+06 -22.7577
2018 2.01479e+06 -22.6062
2030 1.87094e+06 -22.4549
2042 1.73328e+06 -22.304
2054 1.60173e+06 -22.1533
2066 1.4762e+06 -22.0031
2078 1.35657e+06 -21.8531
2090 1.24275e+06 -21.7034
2102 1.13465e+06 -21.5541
2114 1.03217e+06 -21.4049
2126 935218 -21.2561
2138 843686 -21.1076
2150 757480 -20.9594
2162 676506 -20.8115
2174 600666 -20.6638
2186 529861 -20.5165
2198 463995 -20.3694
2210 402971 -20.2228
2222 346694 -20.0762
2234 295066 -19.9301
2246 247990 -19.7842
2258 205371 -19.6387
2270 167113 -19.4934
2282 133120 -19.3484
2294 103296 -19.2035
2306 77545.8 -19.0591
2318 55774.6 -18.9149
2330 37887.6 -18.7711
2342 23790.2 -18.6274
2354 13388.5 -18.4841
2366 6588.52 -18.3409
2378 3296.93 -18.1981
2390 3420.6 -18.0556
2402 6866.78 -17.9133
2414 13543.2 -17.7713
2426 23357.9 -17.6297
2438 36219.3 -17.4883
2450 52036.3 -17.347
2462 70718.4 -17.2062
2474 92175.2 -17.0655
2486 116317 -16.9252
2498 143054 -16.785
2510 172300 -16.6452
2522 203964 -16.5057
2534 237959 -16.3663
2546 274197 -16.2272
2558 312594 -16.0884
2570 353062 -15.9498
2582 395515 -15.8116
2594 439869 -15.6736
2606 486039 -15.5358
2618 533942 -15.3983
2630 583493 -15.2611
2642 634613 -15.1241
2654 687217 -14.9873
2666 741225 -14.8509
2678 796555 -14.7146
2690 853128 -14.5786
2702 910865 -14.443
2714 969686 -14.3074
2726 1.02951e+06 -14.1723
2738 1.09027e+06 -14.0374
2750 1.15188e+06 -13.9026
2762 1.21428e+06 -13.768
2774 1.27737e+06 -13.6338
2786 1.34109e+06 -13.4999
2798 1.40536e+06 -13.3662
2810 1.47013e+06 -13.2328
2822 1.53529e+06 -13.0994
2834 1.60079e+06 -12.9665
2846 1.66656e+06 -12.8337
2858 1.73254e+06 -12.7013
2870 1.79863e+06 -12.569
2882 1.86479e+06 -12.437
2894 1.93095e+06 -12.3053
2906 1.99703e+06 -12.1738
2918 2.06297e+06 -12.0425
2930 2.1287e+06 -11.9115
2942 2.19418e+06 -11.7807
2954 2.25931e+06 -11.6502
2966 2.32406e+06 -11.5199
2978 2.38835e+06 -11.3898
2990 2.45212e+06 -11.26
3002 2.51532e+06 -11.1304
3014 2.57788e+06 -11.0012
3026 2.63975e+06 -10.8721
3038 2.70088e+06 -10.7432
3050 2.76119e+06 -10.6146
3062 2.82065e+06 -10.4862
3074 2.87919e+06 -10.3581
3086 2.93678e+06 -10.2302
3098 2.99333e+06 -10.1027
3110 3.04881e+06 -9.97533
3122 3.10318e+06 -9.84813
3134 3.15637e+06 -9.72127
3146 3.20836e+06 -9.59458
3158 3.25906e+06 -9.46824
3170 3.30845e+06 -9.34207
3182 3.35648e+06 -9.21607
3194 3.4031e+06 -9.09041
3206 3.44828e+06 -8.96493
3218 3.49196e+06 -8.83979
3230 3.53413e+06 -8.71482
3242 3.57473e+06 -8.59002
3254 3.61371e+06 -8.46557
3266 3.65105e+06 -8.34146
3278 3.68668e+06 -8.21752
3290 3.72058e+06 -8.09375
3302 3.75273e+06 -7.97032
3314 3.78308e+06 -7.84707
3326 3.81162e+06 -7.72399
3338 3.83829e+06 -7.60142
3350 3.86308e+06 -7.47886
3362 3.88595e+06 -7.35663
3374 3.90687e+06 -7.23475
3386 3.92581e+06 -7.11287
3398 3.94276e+06 -6.99151
3410 3.95767e+06 -6.87032
3422 3.97054e+06 -6.7493
3434 3.98136e+06 -6.62862
3446 3.99007e+06 -6.50828
3458 3.99667e+06 -6.38812
3470 4.00115e+06 -6.26813
3482 4.00346e+06 -6.14848
3494 4.00361e+06 -6.02918
3506 4.00158e+06 -5.91004
3518 3.99736e+06 -5.79108
3530 3.99093e+06 -5.67264
